UlasanNormal,UlasanStop,UlasanStem
"['barang', 'diterima', 'dalam', 'kondisi', 'baik', 'mendapat', 'banyak', 'barang', 'sebagai', 'hadiah', 'gratis', 'terima kasih', 'penjual']","['barang', 'diterima', 'kondisi', 'barang', 'hadiah', 'gratis', 'terima kasih', 'penjual']",barang terima dalam kondisi baik dapat banyak barang bagai hadiah gratis terima kasih jual
"['tablet', 'ini', 'sangat', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengirimannya', 'cepat', 'secara', 'keseluruhan', 'anda', 'tidak', 'akan', 'kecewa', 'ketika', 'membeli', 'dari', 'toko', 'ini']","['tablet', 'bagus', 'berfungsi', 'pengirimannya', 'cepat', 'kecewa', 'membeli', 'toko']",tablet ini sangat bagus fungsi dengan baik kirim cepat cara seluruh anda tidak akan kecewa ketika beli dari toko ini
"['pengiriman', 'tiba', 'dengan', 'selamat', 'dengan', 'hadiah', 'gratis', 'penjual', 'terima kasih']","['pengiriman', 'selamat', 'hadiah', 'gratis', 'penjual', 'terima kasih']",kirim tiba dengan selamat dengan hadiah gratis jual terima kasih
"['alhamdulillah', 'paket', 'nya', 'sudah', 'datang', 'hpnya', 'bagus', 'dan', 'semuanya', 'lengkap', 'di', 'kasih', 'gratisan', 'nya', 'juga', 'terima kasih', 'kak']","['alhamdulillah', 'paket', 'nya', 'hpnya', 'bagus', 'lengkap', 'kasih', 'gratisan', 'nya', 'terima kasih', 'kak']",alhamdulillah paket nya sudah datang hpnya bagus dan semua lengkap di kasih gratis nya juga terima kasih kak
"['harganya', 'sangat', 'bagus', 'dan', 'ponsel', 'ini', 'tidak', 'disesali', 'saya', 'mendapatkannya', 'di', 'sini', 'dengan', 'harga', 'yang', 'sangat', 'terjangkau', 'ponsel', 'ini', 'berjalan', 'dengan', 'baik', 'mantappp']","['harganya', 'bagus', 'ponsel', 'disesali', 'mendapatkannya', 'harga', 'terjangkau', 'ponsel', 'berjalan', 'mantappp']",harga sangat bagus dan ponsel ini tidak sali saya dapat di sini dengan harga yang sangat jangkau ponsel ini jalan dengan baik mantappp
"['alhamdulillah', 'hpnya', 'sudah', 'sampai', 'di', 'tgn', 'saya', 'seller', 'serta', 'kurirnya', 'baik', 'dan', 'jujur', 'banget', 'terima kasih', 'yaa']","['alhamdulillah', 'hpnya', 'tgn', 'seller', 'kurirnya', 'jujur', 'banget', 'terima kasih', 'yaa']",alhamdulillah hpnya sudah sampai di tgn saya seller serta kurir baik dan jujur banget terima kasih yaa
"['alhamdulillah', 'paket', 'mendarat', 'dengan', 'sempurna', 'oackingan', 'rapih', 'aman', 'pakai', 'buble', 'wrap', 'kualitas', 'barang', 'oke', 'isi', 'dus', 'komplit', 'ada', 'charge', 'anti', 'gores', 'sodt', 'case', 'headset', 'pengiriman']","['alhamdulillah', 'paket', 'mendarat', 'sempurna', 'oackingan', 'rapih', 'aman', 'pakai', 'buble', 'wrap', 'kualitas', 'barang', 'oke', 'isi', 'dus', 'komplit', 'charge', 'anti', 'gores', 'sodt', 'case', 'headset', 'pengiriman']",alhamdulillah paket darat dengan sempurna oackingan rapih aman pakai buble wrap kualitas barang oke isi dus komplit ada charge anti gores sodt case headset kirim
"['alhamdulillah', 'hp', 'nya', 'sudah', 'sampai', 'di', 'rumah', 'barang', 'nya', 'sesuai', 'dengan', 'keinginan', 'saya', 'bagus', 'sekali', 'spesifikasi', 'dan', 'ada', 'banyak', 'aplikasi', 'tambahan']","['alhamdulillah', 'hp', 'nya', 'rumah', 'barang', 'nya', 'sesuai', 'bagus', 'spesifikasi', 'aplikasi', 'tambahan']",alhamdulillah hp nya sudah sampai di rumah barang nya sesuai dengan ingin saya bagus sekali spesifikasi dan ada banyak aplikasi tambah
"['barang', 'tiba', 'dalam', 'kondisi', 'sangat', 'baik', 'dan', 'menerima', 'hadiah', 'dari', 'penjual', 'terima kasih', 'kepada', 'penjual']","['barang', 'kondisi', 'menerima', 'hadiah', 'penjual', 'terima kasih', 'penjual']",barang tiba dalam kondisi sangat baik dan terima hadiah dari jual terima kasih kepada jual
"['ini', 'adalah', 'pembelian', 'kedua', 'saya', 'dan', 'saya', 'sangat', 'senang', 'untuk', 'selalu', 'berbelanja', 'online', 'di', 'toko', 'ini', 'produknya', 'sangat', 'bagus']","['pembelian', 'senang', 'berbelanja', 'online', 'toko', 'produknya', 'bagus']",ini adalah beli dua saya dan saya sangat senang untuk selalu belanja online di toko ini produk sangat bagus
"['seperti', 'yang', 'diharapkan', 'pada', 'awalnya', 'saya', 'skeptis', 'tetapi', 'setelah', 'barang', 'tiba', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda']","['diharapkan', 'skeptis', 'barang', 'terima', 'kasih', 'kepercayaan']",seperti yang harap pada awal saya skeptis tetapi telah barang tiba terima kasih atas percaya anda
"['harganya', 'masih', 'murah', 'dan', 'terjangkau', 'seperti', 'yang', 'diharapkan', 'terima', 'kasih', 'kepada', 'penjualnya', 'terima', 'kasih']","['harganya', 'murah', 'terjangkau', 'diharapkan', 'terima', 'kasih', 'penjualnya', 'terima', 'kasih']",harga masih murah dan jangkau seperti yang harap terima kasih kepada jual terima kasih
"['terima', 'kasih', 'banyak', 'seller', 'ini', 'benar-benar', 'seperti', 'apa', 'yang', 'saya', 'mau']","['terima', 'kasih', 'seller', 'benar-benar']",terima kasih banyak seller ini benar seperti apa yang saya mau
"['pas', 'dateng', 'susah', 'dicharge', 'ternyata', 'kabel', 'charger', 'yang', 'rusak', 'yaudah', 'gpp', 'maunya', 'dicharge', 'pakai', 'charger', 'oppo', 'ori', 'yang', 'lain', 'tidak', 'mau', 'oke', 'ya', 'sudah', 'fine', 'sekarang', 'malah', 'tidak', 'mau']","['pas', 'dateng', 'susah', 'dicharge', 'kabel', 'charger', 'rusak', 'yaudah', 'gpp', 'maunya', 'dicharge', 'pakai', 'charger', 'oppo', 'ori', 'oke', 'ya', 'fine']",pas dateng susah dicharge nyata kabel charger yang rusak yaudah gpp mau dicharge pakai charger oppo ori yang lain tidak mau oke ya sudah fine sekarang malah tidak mau
"['terima', 'kasih', 'kak', 'brngnya', 'sudah', 'sampai', 'produknya', 'bagus', 'aman', 'tidak', 'ada', 'cacat', 'sama', 'sekali', 'pengiriman', 'cepat', 'pakai', 'banget', 'pengemasan', 'super', 'rapih', 'toko', 'ini', 'rekomend', 'banget', 'trimak']","['terima', 'kasih', 'kak', 'brngnya', 'produknya', 'bagus', 'aman', 'cacat', 'pengiriman', 'cepat', 'pakai', 'banget', 'pengemasan', 'super', 'rapih', 'toko', 'rekomend', 'banget', 'trimak']",terima kasih kak brngnya sudah sampai produk bagus aman tidak ada cacat sama sekali kirim cepat pakai banget emas super rapih toko ini rekomend banget trimak
"['terima kasih', 'banget', 'hp', 'nya', 'sudah', 'dateng', 'dan', 'aman', 'ada', 'cacat', 'terus', 'packing', 'nya', 'super', 'duper', 'tuebel', 'jdi', 'dusbox', 'nya', 'penyok', 'dong', 'mksh', 'seller']","['terima kasih', 'banget', 'hp', 'nya', 'dateng', 'aman', 'cacat', 'packing', 'nya', 'super', 'duper', 'tuebel', 'jdi', 'dusbox', 'nya', 'penyok', 'mksh', 'seller']",terima kasih banget hp nya sudah dateng dan aman ada cacat terus packing nya super duper tuebel jdi dusbox nya penyok dong mksh seller
"['harganya', 'murah', 'banget', 'kualitasnya', 'keren', 'abiss', 'cepet', 'banget', 'sampainya', 'kurirnya', 'baik', 'banget', 'toko', 'nya', 'juga', 'benar', 'benar', 'tanggung', 'jawab', 'sama', 'pesanan', 'kita', 'pesenanya', 'semuanya', 'benar']","['harganya', 'murah', 'banget', 'kualitasnya', 'keren', 'abiss', 'cepet', 'banget', 'sampainya', 'kurirnya', 'banget', 'toko', 'nya', 'tanggung', 'pesanan', 'pesenanya']",harga murah banget kualitas keren abiss cepet banget sampai kurir baik banget toko nya juga benar benar tanggung jawab sama pesan kita sena semua benar
"['beli', 'ini', 'karena', 'kembaran', 'sudah', 'beli', 'duluan', 'bulan', 'kemarin', 'dan', 'ternyata', 'bagus', 'banget', 'yeay', 'akhirnya', 'jadi', 'kembar', 'juga', 'hapenya', 'dengan', 'my', 'twin']","['beli', 'kembaran', 'beli', 'duluan', 'kemarin', 'bagus', 'banget', 'yeay', 'kembar', 'hapenya', 'my', 'twin']",beli ini karena kembar sudah beli duluan bulan kemarin dan nyata bagus banget yeay akhir jadi kembar juga hapenya dengan my twin
"['bagus', 'hpnya', 'lengkap', 'lagi', 'puas', 'banget', 'dan', 'tidak', 'ada', 'tipu-tipu', 'semoga', 'bermanfaat', 'dipakainya']","['bagus', 'hpnya', 'lengkap', 'puas', 'banget', 'tipu-tipu', 'semoga', 'bermanfaat', 'dipakainya']",bagus hpnya lengkap lagi puas banget dan tidak ada tipu moga manfaat pakai
['ð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d'],['ð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d'],
[],[],
"['hpnya', 'cacat', 'gabisa', 'dipake', 'internetan', 'kamera', 'blkg', 'juga', 'item', 'banget', 'tidak', 'berkah']","['hpnya', 'cacat', 'gabisa', 'dipake', 'internetan', 'kamera', 'blkg', 'item', 'banget', 'berkah']",hpnya cacat gabisa dipake internetan kamera blkg juga item banget tidak berkah
"['kamera', 'depan', 'gelap', 'tidak', 'ada', 'sinyal', 'hp', 'pelapak', 'tidak', 'bertanggung', 'jawab', 'hati', 'beli', 'di', 'sini', 'kesalahan', 'saya', 'tidak', 'cepet', 'ngetes', 'barangnya', 'pelajaran', 'buat', 'saya', 'dan', 'buat', 'yang', 'lain']","['kamera', 'gelap', 'sinyal', 'hp', 'pelapak', 'bertanggung', 'hati', 'beli', 'kesalahan', 'cepet', 'ngetes', 'barangnya', 'pelajaran']",kamera depan gelap tidak ada sinyal hp lapak tidak tanggung jawab hati beli di sini salah saya tidak cepet ngetes barang ajar buat saya dan buat yang lain
"['alhamdullilahreno', 'sudah', 'diterimamantab', 'cakep', 'dan', 'lancartls', 'ya', 'pelapakmaaf', 'tidak', 'bisa', 'menampilkan', 'video', 'atau', 'foto', 'nya', 'karena', 'hp', 'lagi', 'bermasalah']","['alhamdullilahreno', 'diterimamantab', 'cakep', 'lancartls', 'ya', 'pelapakmaaf', 'menampilkan', 'video', 'foto', 'nya', 'hp', 'bermasalah']",alhamdullilahreno sudah diterimamantab cakep dan lancartls ya pelapakmaaf tidak bisa tampil video atau foto nya karena hp lagi masalah
"['walaupun', 'ada', 'sedikit', 'kendala', 'tetapi', 'layanan', 'di', 'toko', 'ini', 'cepat', 'dan', 'tanggap', 'mantapp']","['kendala', 'layanan', 'toko', 'cepat', 'tanggap', 'mantapp']",walaupun ada sedikit kendala tetapi layan di toko ini cepat dan tanggap mantapp
"['jaringan', 'gg', 'bisa', 'gjadix', 'lemot', 'tekor', 'deh']","['jaringan', 'gg', 'gjadix', 'lemot', 'tekor', 'deh']",jaring gg bisa gjadix lot tekor deh
"['ini', 'mah', 'luaaar', 'biasa', 'bagus', 'sudah', 'di', 'cek', 'spec', 'nya', 'sesuai', 'deskripsi', 'pesanan', 'sesuai', 'semua', 'seller', 'ramah', 'and', 'respon', 'nya', 'cepet', 'banget', 'terima kasih', 'gan', 'puas', 'banget', 'sama', 'tablet']","['mah', 'luaaar', 'bagus', 'cek', 'spec', 'nya', 'sesuai', 'deskripsi', 'pesanan', 'sesuai', 'seller', 'ramah', 'and', 'respon', 'nya', 'cepet', 'banget', 'terima kasih', 'gan', 'puas', 'banget', 'tablet']",ini mah luaaar biasa bagus sudah di cek spec nya sesuai deskripsi pesan sesuai semua seller ramah and respon nya cepet banget terima kasih gan puas banget sama tablet
"['kemasan', 'disegel']","['kemasan', 'disegel']",kemas segel
['ok'],['ok'],ok
"['biarkan', 'bintang', 'ð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9f', 'yang', 'bicara']","['biarkan', 'bintang', 'ð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9fð\x9f\x8c\x9f', 'bicara']",biar bintang  yang bicara
"['pengiriman', 'cepat', 'dan', 'amanah']","['pengiriman', 'cepat', 'amanah']",kirim cepat dan amanah
"['pokoknya', 'lumayan', 'lah', 'ya', 'untuk', 'harga', 'segitu', 'semua', 'lengkap', 'dan', 'berfungsi', 'semuanya', 'pokoknya', 'top', 'ð\x9f¥°ð\x9f¥°ð\x9f¥°']","['pokoknya', 'lumayan', 'ya', 'harga', 'segitu', 'lengkap', 'berfungsi', 'pokoknya', 'top', 'ð\x9f¥°ð\x9f¥°ð\x9f¥°']",pokok lumayan lah ya untuk harga segitu semua lengkap dan fungsi semua pokok top 
"['bagus', 'di', 'harga', 'jtan', 'sudah', 'dapat', 'tab', 'bagus', 'ram', 'gb/gb', 'recommended', 'thank', 'you', 'seller', 'saya', 'puas', 'ð\x9f\x91\x8d']","['bagus', 'harga', 'jtan', 'tab', 'bagus', 'ram', 'gb/gb', 'recommended', 'thank', 'you', 'seller', 'puas', 'ð\x9f\x91\x8d']",bagus di harga jtan sudah dapat tab bagus ram gb gb recommended thank you seller saya puas 
"['barang', 'mendarat', 'dengan', 'selamat', 'meski', 'sampai', 'nya', 'lama', 'tpi', 'tidak', 'papa', 'saya', 'merasa', 'sangat', 'puas', 'dngan', 'produk', 'nya', 'terima', 'kasih', 'banyak', 'untuk', 'penjual', 'semoga', 'tambah', 'banyak', 'rizek']","['barang', 'mendarat', 'selamat', 'nya', 'tpi', 'papa', 'puas', 'dngan', 'produk', 'nya', 'terima', 'kasih', 'penjual', 'semoga', 'rizek']",barang darat dengan selamat meski sampai nya lama tpi tidak papa saya rasa sangat puas dngan produk nya terima kasih banyak untuk jual moga tambah banyak rizek
"['barang', 'oke', 'sesuai', 'deskripsi']","['barang', 'oke', 'sesuai', 'deskripsi']",barang oke sesuai deskripsi
"['kualitas', 'tidak', 'sesuai', 'spek', 'ram', 'gb', 'setiap', 'buka', 'aplikasi', 'ngelag', 'jangan', 'beli', 'drpd', 'nyesel']","['kualitas', 'sesuai', 'spek', 'ram', 'gb', 'buka', 'aplikasi', 'ngelag', 'beli', 'drpd', 'nyesel']",kualitas tidak sesuai spek ram gb tiap buka aplikasi ngelag jangan beli drpd nyesel
"['goodtabnya', 'sampe', 'dengan', 'amanpacking', 'nya', 'juga', 'tebel', 'pakai', 'bubble', 'wrapthanks', 'yaa']","['goodtabnya', 'sampe', 'amanpacking', 'nya', 'tebel', 'pakai', 'bubble', 'wrapthanks', 'yaa']",goodtabnya sampe dengan amanpacking nya juga tebel pakai bubble wrapthanks yaa
"['produk', 'diterima', 'dengan', 'sangat', 'baik', 'tidak', 'ada', 'masalah', 'apapun', 'terima kasih', 'banyak', 'seller', 'seneng', 'banget', 'order', 'disini']","['produk', 'diterima', 'apapun', 'terima kasih', 'seller', 'seneng', 'banget', 'order']",produk terima dengan sangat baik tidak ada masalah apa terima kasih banyak seller neng banget order sini
"['mantap', 'tab', 'ya', 'sampai', 'dengan', 'amanmulus', 'dan', 'lengkap', 'jugathanks']","['mantap', 'tab', 'ya', 'amanmulus', 'lengkap', 'jugathanks']",mantap tab ya sampai dengan amanmulus dan lengkap jugathanks
"['secara', 'keseluruhan', 'bagus', 'dan', 'barang', 'dikirim', 'dengan', 'sangat', 'cepat', 'akan', 'kembali', 'lagi', 'jika', 'ada', 'yang', 'dibutuhkan']","['bagus', 'barang', 'dikirim', 'cepat', 'dibutuhkan']",cara seluruh bagus dan barang kirim dengan sangat cepat akan kembali lagi jika ada yang butuh
"['barangnya', 'sudah', 'diterima', 'terima kasih', 'sudah', 'amanah', 'semoga', 'lancar', 'jualannya']","['barangnya', 'diterima', 'terima kasih', 'amanah', 'semoga', 'lancar', 'jualannya']",barang sudah terima terima kasih sudah amanah moga lancar jual
"['paket', 'sudah', 'mendarat', 'dengan', 'selamat', 'dan', 'sudah', 'cek', 'semua', 'normal', 'sesuai', 'pesanan', 'semoga', 'awet', 'dan', 'tidak', 'ada', 'kendala', 'terima kasih', 'banyak', 'semoga', 'tambah', 'sukses']","['paket', 'mendarat', 'selamat', 'cek', 'normal', 'sesuai', 'pesanan', 'semoga', 'awet', 'kendala', 'terima kasih', 'semoga', 'sukses']",paket sudah darat dengan selamat dan sudah cek semua normal sesuai pesan moga awet dan tidak ada kendala terima kasih banyak moga tambah sukses
"['tidak', 'usah', 'di', 'ragukan', 'lagi', 'sih', 'oke', 'sangat', 'sih', 'paketnya', 'mntp']","['ragukan', 'sih', 'oke', 'sih', 'paketnya', 'mntp']",tidak usah di ragu lagi sih oke sangat sih paket mntp
"['barangnya', 'bagus', 'worth', 'it', 'sih', 'untuk', 'dipakai', 'oleh', 'orang', 'tua', 'atau', 'orang-orang', 'yang', 'tidak', 'harus', 'punya', 'banyak', 'ekspektasi', 'thank', 'you', 'pengirim', 'juga', 'lumayan', 'cepat']","['barangnya', 'bagus', 'worth', 'it', 'sih', 'dipakai', 'orang', 'tua', 'orang-orang', 'ekspektasi', 'thank', 'you', 'pengirim', 'lumayan', 'cepat']",barang bagus worth it sih untuk pakai oleh orang tua atau orang yang tidak harus punya banyak ekspektasi thank you kirim juga lumayan cepat
"['terima kasih', 'seller', 'puass', 'order', 'disini', 'bergaransi', 'resmi', 'jugabisa', 'dipercaya', 'tokonyað\x9f¤\x97ð\x9f¤\x97ð\x9f¤\x97']","['terima kasih', 'seller', 'puass', 'order', 'bergaransi', 'resmi', 'jugabisa', 'dipercaya', 'tokonyað\x9f¤\x97ð\x9f¤\x97ð\x9f¤\x97']",terima kasih seller puass order sini garansi resmi jugabisa percaya toko
"['terima kasih', 'seller', 'sudah', 'datang', 'dengan', 'aman', 'tanpa', 'ada', 'kendala', 'terima kasih', 'seller']","['terima kasih', 'seller', 'aman', 'kendala', 'terima kasih', 'seller']",terima kasih seller sudah datang dengan aman tanpa ada kendala terima kasih seller
"['telepon', 'ponsel', 'sangat', 'mudah', 'digunakan', 'sangat', 'jelas', 'ingatan', 'besar', 'volume', 'besar', 'sangat', 'baik', 'teman', 'saya', 'meminta', 'saya', 'untuk', 'sebuah', 'link']","['telepon', 'ponsel', 'mudah', 'ingatan', 'volume', 'teman', 'link']",telepon ponsel sangat mudah guna sangat jelas ingat besar volume besar sangat baik teman saya minta saya untuk buah link
"['butuh', 'waktu', 'untuk', 'mengevaluasi', 'ponsel', 'foto-foto', 'jelas', 'dan', 'tidak', 'ada', 'jamming', 'ketika', 'menggunakannya', 'konsum', 'listrik', 'lebih', 'baik', 'dari', 'yang', 'dari', 'ponsel', 'sebelumnya', 'penjual']","['butuh', 'mengevaluasi', 'ponsel', 'foto-foto', 'jamming', 'menggunakannya', 'konsum', 'listrik', 'ponsel', 'penjual']",butuh waktu untuk evaluasi ponsel foto jelas dan tidak ada jamming ketika guna konsum listrik lebih baik dari yang dari ponsel belum jual
"['saya', 'menyukainya', 'karena', 'kontrasnya', 'sangat', 'efektif', 'dan', 'banyak', 'teman', 'saya', 'yang', 'menggunakannya', 'dan', 'gayanya', 'tampan', 'rekomendasi', 'yang', 'sudah', 'ketinggalan', 'zaman']","['menyukainya', 'kontrasnya', 'efektif', 'teman', 'menggunakannya', 'gayanya', 'tampan', 'rekomendasi', 'ketinggalan', 'zaman']",saya suka karena kontras sangat efektif dan banyak teman saya yang guna dan gaya tampan rekomendasi yang sudah tinggal zaman
"['ponsel', 'ini', 'adalah', 'ponsel', 'favorit', 'saya', 'fotografi', 'bagus', 'di', 'semua', 'aspek', 'saya', 'akan', 'memeriksanya', 'setelah', 'menggunakannya', 'untuk', 'sementara', 'waktu']","['ponsel', 'ponsel', 'favorit', 'fotografi', 'bagus', 'aspek', 'memeriksanya', 'menggunakannya']",ponsel ini adalah ponsel favorit saya fotografi bagus di semua aspek saya akan periksa telah guna untuk sementara waktu
"['saya', 'sangat', 'puas', 'dengan', 'bayi', 'ini', 'telah', 'digunakan', 'untuk', 'sementara', 'waktu', 'sangat', 'baik', 'untuk', 'bermain', 'permainan']","['puas', 'bayi', 'bermain', 'permainan']",saya sangat puas dengan bayi ini telah guna untuk sementara waktu sangat baik untuk main main
"['kualitas', 'ponsel', 'sangat', 'baik', 'ini', 'asli', 'berjalan', 'sangat', 'cepat', 'harganya', 'juga', 'dapat', 'diterima', 'saya', 'puas']","['kualitas', 'ponsel', 'asli', 'berjalan', 'cepat', 'harganya', 'diterima', 'puas']",kualitas ponsel sangat baik ini asli jalan sangat cepat harga juga dapat terima saya puas
"['barang', 'sesuai', 'seller', 'responsif', 'harga', 'sesuai', 'barang', 'gaada', 'kendala', 'pengiriman', 'cepat', 'mantap', 'pokonya', 'sukses', 'selalu']","['barang', 'sesuai', 'seller', 'responsif', 'harga', 'sesuai', 'barang', 'gaada', 'kendala', 'pengiriman', 'cepat', 'mantap', 'pokonya', 'sukses']",barang sesuai seller responsif harga sesuai barang gaada kendala kirim cepat mantap poko sukses selalu
"['ponsel', 'ini', 'sangat', 'tipis', 'dan', 'tidak', 'panas', 'saat', 'digunakan', 'warnanya', 'sangat', 'bagus', 'ukurannya', 'pas', 'dan', 'gambarnya', 'bagus']","['ponsel', 'tipis', 'panas', 'warnanya', 'bagus', 'ukurannya', 'pas', 'gambarnya', 'bagus']",ponsel ini sangat tipis dan tidak panas saat guna warna sangat bagus ukur pas dan gambar bagus
"['sangat', 'baik']",[],sangat baik
"['respon', 'sangat', 'baik', 'pengemasan', 'aman', 'dan', 'pengiriman', 'juga', 'standar', 'yang', 'tersedia', 'puas', 'terima kasih', 'salam', 'sukses']","['respon', 'pengemasan', 'aman', 'pengiriman', 'standar', 'tersedia', 'puas', 'terima kasih', 'salam', 'sukses']",respon sangat baik emas aman dan kirim juga standar yang sedia puas terima kasih salam sukses
"['paket', 'saya', 'sudah', 'sampai', 'ya', 'ka', 'semuanya', 'aman', 'ko', 'tidak', 'ada', 'yang', 'rusak', 'sama', 'sekali', 'terus', 'juga', 'pengiriman', 'juga', 'cepet', 'banget', 'saya', 'suka', 'banget', 'sama', 'toko', 'ini', 'saya', 'pasti', 'bakalan', 'rekomendasi']","['paket', 'ya', 'ka', 'aman', 'ko', 'rusak', 'pengiriman', 'cepet', 'banget', 'suka', 'banget', 'toko', 'rekomendasi']",paket saya sudah sampai ya ka semua aman ko tidak ada yang rusak sama sekali terus juga kirim juga cepet banget saya suka banget sama toko ini saya pasti bakal rekomendasi
